filename,author,id
https://api.mediehuset.net/images/mediesuset/crowd5-foto-colourbox.jpg,Colourbox,a0c21cf9-ced8-4800-a7a5-0ce12ada17f2
https://api.mediehuset.net/images/mediesuset/no-photo.svg,Computer,a76d72d3-8c7b-478c-933a-8525c3a9d6d9
https://api.mediehuset.net/images/mediesuset/musik-dune-foto-per-lange.jpg,Per Lange,ac145107-f076-4fee-9d38-f8e6752b70c8
https://api.mediehuset.net/images/mediesuset/crowd7-foto-colourbox.jpg,Colourbox,b0bd10e6-f4ca-40bd-843a-e8ca754bde73
https://api.mediehuset.net/images/mediesuset/art5-foto-colourbox.jpg,Colourbox,b3a76a8b-9053-4b5f-885a-98d0d912f12b
https://api.mediehuset.net/images/mediesuset/dj-tech-foto-brknrib.jpg,BRKNRIB,b3c0ba1a-58b4-497a-a2af-f518979a1044
https://api.mediehuset.net/images/mediesuset/all-star-jam-night3-foto-brknrib.jpg,BRKNRIB,b83eb9cd-2f28-4a1c-baa1-6b474448969d
https://api.mediehuset.net/images/mediesuset/crowd4-foto-colourbox.jpg,Colourbox,b9a6ee70-da82-4a4f-bdf3-5a4b8e696e17
https://api.mediehuset.net/images/mediesuset/mediesuset-map.jpg,Colourbox,bcc7bcdd-95c7-4397-8894-3b12d83044f7
https://api.mediehuset.net/images/mediesuset/camp-colorit-foto-colourbox.jpg,Colourbox,c9ef3b49-ce6f-4910-95cc-f88e6df1d1d8
https://api.mediehuset.net/images/mediesuset/musik-sort-sol-foto-per-lange.jpg,Per Lange,ca9e0140-d7a9-4e8a-9032-1ef6e4f78d95
https://api.mediehuset.net/images/mediesuset/wedding-foto-colourbox.jpg,Colourbox,cccdbe2a-fd36-4e58-b687-e81b440375b7
https://api.mediehuset.net/images/mediesuset/chill-n-lounge-foto-brknrib.jpg,BRKNRIB,d20d92de-7080-43e8-a791-ca77b2fe0de3
https://api.mediehuset.net/images/mediesuset/musik-loc-foto-per-lange.jpg,Per Lange,d77e23c3-b39f-4f25-976b-be10d349a554
https://api.mediehuset.net/images/mediesuset/musik-thomas-helmig-foto-per-lange.jpg,Per Lange,da11dbc8-4e93-450e-a1b9-e97d7bb1b7cb
https://api.mediehuset.net/images/mediesuset/art9-foto-colourbox.jpg,Colourbox,dc20bc38-0d66-4e38-9c78-9fd9c57ba468
https://api.mediehuset.net/images/mediesuset/movie-bohemian-rhapsody.jpg,MoviePosters,dcf143ce-86a4-4a1f-9b3c-89fe208c40b4
https://api.mediehuset.net/images/mediesuset/crowd6-foto-colourbox.jpg,Colourbox,dd6af87a-6a83-4b58-9cdb-972462c41ac1
https://api.mediehuset.net/images/mediesuset/art1-foto-colourbox.jpg,Colourbox,e21804fc-256f-4e69-83e7-93db6237eec8
https://api.mediehuset.net/images/mediesuset/dj-morten-breum-foto-per-lange.jpg,Per Lange,e451d3e5-ccd0-41ac-a486-11a5f2d1f732
https://api.mediehuset.net/images/mediesuset/musik-cv-jorgensen-foto-per-lange.jpg,Per Lange,e809c7cc-ceec-47bf-bdcd-e0a1afae46db
https://api.mediehuset.net/images/mediesuset/mean-face-foto-brknrib.jpg,BRKNRIB,ebc8a663-9558-4680-af9c-bb319cefb1c2
https://api.mediehuset.net/images/mediesuset/movie-inside-llewyn-lewis.jpg,MoviePosters,ef6ba452-76f0-4525-8fb3-5863ae821c7b
https://api.mediehuset.net/images/mediesuset/audience3-foto-per-lange.jpg,Per Lange,f17aca72-3d6f-4d94-aed3-2db768aaf320
https://api.mediehuset.net/images/mediesuset/movie-the-wall.jpg,MoviePosters,f3190415-04eb-44c4-878c-5d947184e72c
https://api.mediehuset.net/images/mediesuset/audience2-foto-per-lange.jpg,Per Lange,fb3b7478-52b9-4598-addf-0c9d879abf58
https://api.mediehuset.net/images/mediesuset/camp1-foto-colourbox.jpg,Colourbox,fbcce3c5-e281-49fc-8765-9cb03675e691
https://api.mediehuset.net/images/mediesuset/movie-through-the-never.jpg,MoviePosters,fe631a1b-6cad-4d03-b8d3-10f89584235a
